"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)",CPMr,ROAS,"3-second video plays rate per impressions","Ad set name","Ad ID","Ad Efficiency Index","Campaign name","Ad set ID"
2026-06-07,2026-07-06,"NOBL-INH-2-00204-TruspilotReviewsAd - 2",active,"7-day click",1,actions:offsite_conversion.fb_pixel_purchase,1725,1.228986,133.77,50000,Daily,133.77,Ongoing,Average,-,-,2120,63.099057,18,,7.431667,0.849057,27,1.273585,4.954444,14,9.555,77.54782609,2.58353891,,"usa -  ASC+ - tROAS Ad set",120229604077030007,33.31542663,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"NOBL-INH-2-00058-SummerSaleStatics2 - D2",archived,"7-day click",,,945,1.124868,,50000,Daily,78.41,Ongoing,Average,-,-,1063,73.762935,19,,4.126842,1.787394,32,3.010348,2.450313,18,4.356111,82.97354497,0,,"usa -  ASC+ - tROAS Ad set",120229604077050007,0,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,NOBL-INH-1-00359-US-DuoCarryScam-MR-V1B,not_delivering,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,1673,1.079498,59.565,"Using campaign budget",0,119.13,Ongoing,Average,Average,"Below average - Bottom 35% of ads",1806,65.963455,79,,1.507975,4.374308,88,4.872647,1.35375,72,1.654583,71.20741184,6.04717535,36.323367,"usa - tof - duo",120229801505840007,84.9233977,"usa - tof - duo",120229801504420007
2026-06-07,2026-07-06,NOBL-UGC-1-00348-Ugc-Duo-Young-SkyeVideo2-MR-V2A,not_delivering,"7-day click or 1-day view",,,23,1,,"Using campaign budget",0,1.57,Ongoing,-,-,-,23,68.26087,2,,0.785,8.695652,2,8.695652,0.785,1,1.57,68.26086957,0,39.130435,"usa - tof - duo",120229801618890007,0,"usa - tof - duo",120229801504420007
2026-06-07,2026-07-06,"000DUO - 001NYS - 002Gatekeeping - 003RemovableSideBag Foundthesecret - 004GRN - 005US - 006TGT - 007VO - 008TOF - 009V2A - 01060s - 011FAI - 012YWO - 013USA - 014CL - 0150625",not_delivering,"7-day click or 1-day view",26,actions:offsite_conversion.fb_pixel_purchase,78111,1.142208,209.09115385,"Using campaign budget",0,5436.37,Ongoing,Average,Average,"Below average - Bottom 35% of ads",89219,60.932873,2258,,2.407604,2.530851,2955,3.312075,1.839719,2192,2.480096,69.59800796,1.90022938,34.326769,"usa - tof - duo",120229801676970007,27.30292772,"usa - tof - duo",120229801504420007
2026-06-07,2026-07-06,NOBL-INH-1-00378-US-EventDriven-Expand-HawaiiTrip-MR-V1A,not_delivering,"7-day click or 1-day view",6,actions:offsite_conversion.fb_pixel_purchase,25619,1.273781,196.46,"Using campaign budget",0,1178.76,Ongoing,Average,Average,"Below average - Bottom 35% of ads",32633,36.121717,693,,1.700952,2.123617,994,3.045996,1.185875,585,2.014974,46.01116359,1.46858563,17.37505,"usa - tof - expandable",120230305016970007,31.91802853,"usa - tof - expandable",120230303550760007
2026-06-07,2026-07-06,NOBL-INH-1-00395-US-EventDriven-Expand-Speechless-MR_V1A,not_delivering,"7-day click or 1-day view",,,956,1.07636,,"Using campaign budget",0,15.34,Ongoing,Average,Average,"Below average - Bottom 35% of ads",1029,14.907677,6,,2.556667,0.58309,13,1.263362,1.18,2,7.67,16.0460251,0,7.87172,"usa - tof - expandable",120230305406430007,0,"usa - tof - expandable",120230303550760007
2026-06-07,2026-07-06,NOBL-INH-1-00395-US-EventDriven-Expand-Speechless-MR_V1B,not_delivering,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,2114,1.196783,36.02,"Using campaign budget",0,36.02,Ongoing,Average,"Above average","Below average - Bottom 35% of ads",2530,14.237154,115,,0.313217,4.545455,115,4.545455,0.313217,79,0.455949,17.03878903,7.70016657,22.173913,"usa - tof - expandable",120230305924610007,451.91982614,"usa - tof - expandable",120230303550760007
2026-06-07,2026-07-06,"NOBL-INH-2-00315-Summersale-winner - V6A",archived,"7-day click",2,actions:offsite_conversion.fb_pixel_purchase,1646,1.277035,77.795,50000,Daily,155.59,Ongoing,Average,-,-,2102,74.019981,44,,3.536136,2.093245,54,2.568982,2.881296,33,4.714848,94.52612394,3.77942027,,"usa -  ASC+ - tROAS Ad set",120231777527160007,39.9828123,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"NOBL-Winner Design- 2 - D13",active,"7-day click",41,actions:offsite_conversion.fb_pixel_purchase,48562,1.959516,167.89536585,50000,Daily,6883.71,Ongoing,Average,-,-,95158,72.339793,1610,,4.275596,1.691923,2070,2.175329,3.325464,1763,3.904543,141.75095754,2.69787949,,"usa -  ASC+ - tROAS Ad set",120233024768190007,19.03253095,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"000EXP - 001NYS - 002Hawaii - 004PK - 005US - 006EventDriven - 007DEMO - 008ToF - 009V3 - 01030s - 011FAI - 012YAWO - United States - 014CL - 0150731",not_delivering,"7-day click or 1-day view",15,actions:offsite_conversion.fb_pixel_purchase,17406,1.20964,39.59,"Using campaign budget",0,593.85,Ongoing,Average,Average,"Below average - Bottom 35% of ads",21055,28.204702,230,,2.581957,1.092377,303,1.439088,1.959901,202,2.939851,34.11754567,12.8953271,14.305391,"usa - tof - expandable",120233497080850007,377.96760723,"usa - tof - expandable",120230303550760007
2026-06-07,2026-07-06,"001NYS - 002Franz - 0030903_TOF1_V1_AIOCarryOn_Evergreen - 004PK - 005US - 006MaleTravelerRegularDad - 007VO - 00830s - 009MAI - 010V7 - 011AMA - 012ENG",not_delivering,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,3900,1.127179,92.44,"Using campaign budget",0,92.44,Ongoing,Average,Average,"Below average - Bottom 35% of ads",4396,21.028207,57,,1.621754,1.296633,82,1.865332,1.127317,42,2.200952,23.7025641,12.06317611,12.192903,"usa - tof - expandable",120236199822960007,508.93971057,"usa - tof - expandable",120230303550760007
2026-06-07,2026-07-06,"102725_IGotJealousTOF3_V1_AIO_Evergreen - 001NYS - 002LK - 003102725_IGotJealousTOF3_V1_AIO_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FAI - 010V4 - 011YAWO - 012ENG",active,"7-day click or 1-day view",4,actions:offsite_conversion.fb_pixel_purchase,27078,1.191041,287.8325,"Using campaign budget",0,1151.33,Ongoing,Average,Average,"Below average - Bottom 35% of ads",32251,35.699048,680,,1.693132,2.108462,1015,3.147189,1.134315,584,1.971455,42.51901913,2.12093839,21.980714,"scaling - all - @nobl",120238254886030007,49.88211009,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"J8v1_102725_CluelessGuyTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 003102725_CluelessGuyTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00830s - 009MAI - 010V1 - 011AMA - 012ENG",active,"7-day click or 1-day view",10,actions:offsite_conversion.fb_pixel_purchase,73464,1.11426,428.51,"Using campaign budget",0,4285.1,Ongoing,Average,Average,"Below average - Bottom 20% of ads",81858,52.347968,1640,,2.612866,2.003469,3364,4.109556,1.273811,1317,3.253683,58.3292497,1.04487176,59.911066,"scaling - all - @nobl",120238254886040007,17.91334143,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"102725_IGotJealousTOF3_V1_AIO_Evergreen - 001NYS - 002LK - 003102725_IGotJealousTOF3_V1_AIO_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FAI - 010V4 - 011YAWO - 012ENG",archived,-,,,0,0,,50000,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"tof 2 - all - @best travel finds",120238258463550007,,"usa - tof/mof - all",120217110430710007
2026-06-07,2026-07-06,"001SAV - 002NOP - 003100125_SAV_TSSNobl_V1_AIO_Evergreen - 004MULTI - 005US - 006⁠FunctionalTraveler - 007DEMO - 00830s - 009FRE - 010V4 - 011YAWO - 012ENG",active,"7-day click",,,1888,1.190678,,50000,Daily,86.25,Ongoing,-,-,-,2248,38.367438,31,,2.782258,1.379004,43,1.912811,2.005814,21,4.107143,45.68326271,0,13.6121,"tof 2 - all - @best travel finds",120238258463560007,0,"usa - tof/mof - all",120217110430710007
2026-06-07,2026-07-06,"J8v1_102725_CluelessGuyTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 003102725_CluelessGuyTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00830s - 009MAI - 010V1 - 011AMA - 012ENG",active,"7-day click",1,actions:offsite_conversion.fb_pixel_purchase,10183,1.251596,448.68,50000,Daily,448.68,Ongoing,Average,-,-,12745,35.204394,224,,2.003036,1.757552,584,4.582189,0.768288,196,2.289184,44.06167141,0.69887225,50.200078,"usa -  ASC+ - tROAS Ad set",120238316376760007,15.86122871,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"J11v1_101325_ RidgeStyleDurabilityTOF1_V1_AIO_Evergreen - 001NYS - 002FA - 003Ridge-Style Durability Carry-On - 004SIL - OTHER - 006SavvyTraveler - 007VO - 00860s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click or 1-day view",37,actions:offsite_conversion.fb_pixel_purchase,340191,1.076454,368.6672973,"Using campaign budget",0,13640.69,Ongoing,Average,"Above average","Below average - Bottom 35% of ads",366200,37.24929,9504,,1.435258,2.595303,17414,4.755325,0.783317,9612,1.419131,40.09715131,1.32746877,55.969416,"scaling - all - @nobl",120238500782230007,33.10631126,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"091525_FoundersTOF1_V1_AIO_Evergreen - 001NYS - 002FA - 0030915_TOF1_V1_AIOCarryOn_Evergreen - 004MULTI - 005AU - 006_FunctionalTraveler - 007VO - 00860s - 009FRE - 010V1 - 011YAMA - 012ENG",active,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,22711,1.088635,794.36,"Using campaign budget",0,1588.72,Ongoing,Average,"Above average","Below average - Bottom 20% of ads",24724,64.258211,439,,3.618952,1.775603,608,2.459149,2.613026,419,3.791695,69.9537669,0.62001485,39.071348,"scaling - all - @nobl",120238501184100007,8.86320898,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"J7v1_102025_LivesUpToTheHypeTOF1_V1_AIO_Evergreen - 001NYS - 002LK - 003102025_LivesUpToTheHypeTOF1_V1_AIO_Evergreen - 004SIL - OTHER - 006SavvyTraveler - 007VO - 00850s - 009FAI - 010V1 - 011YAWO - 012ENG",active,"7-day click or 1-day view",6,actions:offsite_conversion.fb_pixel_purchase,84110,1.192438,655.025,"Using campaign budget",0,3930.15,Ongoing,Average,Average,"Below average - Bottom 20% of ads",100296,39.185511,2006,,1.959197,2.00008,3097,3.08786,1.269018,1887,2.08275,46.72631078,0.79583222,37.500997,"scaling - all - @nobl",120238521982900007,17.03177946,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"J7v1_102025_LivesUpToTheHypeTOF1_V1_AIO_Evergreen - 001NYS - 002LK - 003102025_LivesUpToTheHypeTOF1_V1_AIO_Evergreen - 004SIL - OTHER - 006SavvyTraveler - 007VO - 00850s - 009FAI - 010V1 - 011YAWO - 012ENG",active,"7-day click",,,3554,1.268711,,50000,Daily,312.31,Ongoing,Average,-,-,4509,69.263695,78,,4.003974,1.729874,158,3.504103,1.976646,59,5.29339,87.87563309,0,30.760701,"usa -  ASC+ - tROAS Ad set",120238523135250007,0,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"J11v1_101325_ RidgeStyleDurabilityTOF1_V1_AIO_Evergreen - 001NYS - 002FA - 003Ridge-Style Durability Carry-On - 004SIL - OTHER - 006SavvyTraveler - 007VO - 00860s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click",,,3107,1.047956,,50000,Daily,301.41,Ongoing,Average,-,-,3256,92.570639,81,,3.721111,2.487715,123,3.777641,2.450488,69,4.368261,97.00997747,0,42.813268,"usa -  ASC+ - tROAS Ad set",120238523135280007,0,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"110325_OrganicQuestionsTOF_V1_AIO_Evergreen - 001NYS - 002LK - 003110325_OrganicQuestionsTOF_V1_AIO_Evergreen - 004MULTI - 005US - 006SocialProofTraveler - 007DEMO - 00830s - 009FRE - 010V3 - 011YAWO - 012ENG",active,"7-day click",792,actions:offsite_conversion.fb_pixel_purchase,427863,4.156221,109.28198232,50000,Daily,86551.33,Ongoing,Average,-,-,1778293,48.671018,43047,,2.010624,2.420692,48181,2.709396,1.796379,39569,2.187352,202.28748455,4.50357077,0.877583,"tof 2 - all - @best travel finds",120238525671870007,22.26322,"usa - tof/mof - all",120217110430710007
2026-06-07,2026-07-06,"J11v1_101325_ RidgeStyleDurabilityTOF1_V1_AIO_Evergreen - 001NYS - 002FA - 003Ridge-Style Durability Carry-On - 004SIL - OTHER - 006SavvyTraveler - 007VO - 00860s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click",84,actions:offsite_conversion.fb_pixel_purchase,181865,1.412152,182.2302381,50000,Daily,15307.34,Ongoing,"Below average - Bottom 35% of ads",-,-,256821,59.603148,6534,,2.342721,2.544184,12678,4.936512,1.207394,4872,3.141901,84.16869656,2.60940568,42.022654,"usa -  ASC+ - tROAS Ad set",120238535135200007,31.00209211,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"000AIO - 001NYS - 004Multi - 005SA - 008BoF - 006BF - 002TC - Bundle ad v1",inactive,"1-day click",6,actions:offsite_conversion.fb_pixel_purchase,11629,1.244561,206.19,10000,Daily,1237.14,Ongoing,-,-,-,14473,85.479168,193,,6.410052,1.333518,237,1.637532,5.22,193,6.410052,106.3840399,3.72716103,,"000AIO - 001NYS -  - 004Multi - 005SA - 008BoF - 006BF - 002TC",120238865710420007,35.03496423,"test - static - all",120238865710410007
2026-06-07,2026-07-06,"000AIO - 001NYS - 004Multi - 005SA - 008BoF - 006BF - 002TC - Bundle ad v3 - NOBL Duo",active,"1-day click",15,actions:offsite_conversion.fb_pixel_purchase,17324,1.355634,137.442,10000,Daily,2061.63,Ongoing,-,-,-,23485,87.784969,416,,4.955841,1.771343,520,2.214179,3.964673,491,4.198839,119.00427153,3.67053254,,"000AIO - 001NYS -  - 004Multi - 005SA - 008BoF - 006BF - 002TC",120238866196050007,30.84370412,"test - static - all",120238865710410007
2026-06-07,2026-07-06,"000AIO - 001NYS - 004Multi - 005SA - 008BoF - 006BF - 002TC - Bundle ad v4 - 1x1",active,"1-day click",8,actions:offsite_conversion.fb_pixel_purchase,18325,1.349304,234.14375,10000,Daily,1873.15,Ongoing,-,-,-,24726,75.756289,247,,7.583603,0.998948,318,1.286096,5.890409,299,6.264716,102.21828104,3.20980701,,"000AIO - 001NYS -  - 004Multi - 005SA - 008BoF - 006BF - 002TC",120238866263460007,31.40149665,"test - static - all",120238865710410007
2026-06-07,2026-07-06,"110305_RegretTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 003110305_RegretTOF1_v1_AIO_Evergreen - 004BBL - 005US - 006SavvyTraveler - 007DEMO - 00830s - 009FAI - 010V4 - 011YAWO - 012ENG",active,"7-day click or 1-day view",41,actions:offsite_conversion.fb_pixel_purchase,273639,1.211589,323.26658537,"Using campaign budget",0,13253.93,Ongoing,Average,"Above average","Below average - Bottom 35% of ads",331538,39.977107,13263,,0.999316,4.000446,19928,6.010774,0.665091,10764,1.23132,48.43582238,1.32135601,59.896603,"scaling - all - @nobl",120239031671210007,27.28055271,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"102025_SmartestBagTOF2_V1_AIO_Evergreen - 001NYS - 001NYS - 002LK - 003102025_SmartestBagTOF2_V1_AIO_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,29028,1.640451,451.605,"Using campaign budget",0,903.21,Ongoing,"Below average - Bottom 35% of ads","Above average","Below average - Bottom 35% of ads",47619,18.967429,2386,,0.378546,5.010605,2432,5.107205,0.371386,2095,0.431126,31.11513022,1.16553183,11.461811,"scaling - all - @nobl",120239031671220007,37.45868384,"usa - tof - all",120203688948410007
2026-06-07,2026-07-06,"110305_RegretTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 003110305_RegretTOF1_v1_AIO_Evergreen - 004BBL - 005US - 006SavvyTraveler - 007DEMO - 00830s - 009FAI - 010V4 - 011YAWO - 012ENG",active,"7-day click",45,actions:offsite_conversion.fb_pixel_purchase,51896,1.273181,131.34666667,50000,Daily,5910.6,Ongoing,Average,-,-,66073,89.455602,2809,,2.104165,4.251358,3867,5.852618,1.528472,2087,2.832104,113.89317096,3.71059283,60.707097,"usa -  ASC+ - tROAS Ad set",120239034013730007,32.57959017,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"102025_SmartestBagTOF2_V1_AIO_Evergreen - 001NYS - 001NYS - 002LK - 003102025_SmartestBagTOF2_V1_AIO_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click",2,actions:offsite_conversion.fb_pixel_purchase,1238,1.478998,46.74,50000,Daily,93.48,Ongoing,Average,-,-,1831,51.054069,66,,1.416364,3.604588,72,3.932277,1.298333,52,1.797692,75.5088853,14.92832691,16.439104,"usa -  ASC+ - tROAS Ad set",120239034013740007,197.70291742,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"102025_SmartestBagTOF2_V1_AIO_Evergreen - 001NYS - 001NYS - 002LK - 003102025_SmartestBagTOF2_V1_AIO_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FAI - 010V3 - 011YAWO - 012ENG",active,"7-day click",2,actions:offsite_conversion.fb_pixel_purchase,5678,1.501761,218.14,50000,Daily,436.28,Ongoing,Average,-,-,8527,51.164536,233,,1.872446,2.732497,275,3.22505,1.586473,237,1.840844,76.83691441,2.67960943,21.00387,"tof 2 - all - @best travel finds",120239034266280007,34.87398532,"usa - tof/mof - all",120217110430710007
2026-06-07,2026-07-06,"000AIO -  001NYS - 004Multi - OTHER - 008ToF - 3 – Copy",active,"7-day click",,,278,1.064748,,50000,Daily,9.64,Ongoing,-,-,-,296,32.567568,4,,2.41,1.351351,9,3.040541,1.071111,5,1.928,34.67625899,0,,"usa -  ASC+ - tROAS Ad set",120239053046010007,0,"usa -  asc+ t-roas - all",120216022896320007
2026-06-07,2026-07-06,"000AIO - 001NYS - 004Multi - 005SA - 008BoF - 006BF - New concept (mix & match) NOBL DUO",archived,"7-day click",19,actions:offsite_conversion.fb_pixel_purchase,44025,1.480136,217.81789474,100000,Daily,4138.54,Ongoing,-,-,-,65163,63.510581,638,,6.48674,0.979083,891,1.36734,4.644826,623,6.642921,94.00431573,1.78665665,,"Black Friday - Statics",120239114304450007,19.006113,"usa -  asc+ promo",120238554728050007
