"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)",CPMr,ROAS,"3-second video plays rate per impressions","Ad set name","Ad ID","Ad Efficiency Index","Campaign name","Ad set ID"
2026-06-30,2026-07-06,"122225_OneOfThoseThingsTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003122225_OneOfThoseThingsTOF1_v1_AIO_Evergreen - 004SIL - 005SE - 006Stressedtraveler - 007DEMO - 00840s - 009MAI - 010V2 - 011YAMA - 012ENG",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048400007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"011225_OFCWTOpensSST1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003011225_OFCWTOpensSST1_v1_AIO_Evergreen - 004SIL - 005US - 006Stressedtraveler - 007DEMO - 00860s - 009MAI - 010V2 - 011AMA - 012ENG - 013AAB2",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048460007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"120825_WifeGotScaleTOF1_V1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003120825_WifeGotScaleTOF1_V1_AIO_Evergreen - 004SIL - 005US - 006_FunctionalTraveler - 007DEMO - 00850s - 009MAI - 010V2 - 011MULTI - 012ENG",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048550007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"010526_VacationLocation2Male_TOF1_V1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003010526_VacationLocation2Male_TOF1_V1_AIO_Evergreen - 004SIL - 005US - 006SocialProofTraveler - 007DEMO - 00860s - 009MAI - 010V2 - 011AMA - 012ENG - 013AAB",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048560007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"011226_IDon'tPostReviews_TOF1_V1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003011226_IDon'tPostReviews_TOF1_V1_AIO_Evergreen - 004MULTI - 005US - 006InformedMover - 007DEMO - 00840s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013",archived,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048670007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"122925_GonnaBeHonestTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003122925_GonnaBeHonestTOF1_v1_AIO_Evergreen - 004MULTI - 005US - OTHERS - 007DEMO - 00850s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048780007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"010526_AlwaysThoughtTravelTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003010526_AlwaysThoughtTravelTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00850s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013",active,"7-day click or 1-day view",,,18,1,,"Using campaign budget",0,1.74,Ongoing,-,-,-,18,96.666667,,,,,0,0,0,,,96.66666667,0,11.111111,"usa -  asc+ t-roas - all – losers",120243154048830007,0,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"010526_RealizeHowBad_TOF1_V1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003010526_RealizeHowBad_TOF1_V1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00850s - 009MULTI - 010V2 - 011AWO - 012ENG - 013",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048870007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"010526_FlightAttendantYoureCluelessTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003010526_FlightAttendantYoureCluelessTOF1_v1_AIO_Evergreen - 004PK - 005US - 006ReadyToBuy - 007DEMO - 00860s - 009FAI - 010V2 - 011YAWO - 012ENG - 013AAA",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048890007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"112425_GiftingFamilyTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003112425_GiftingFamilyTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00850s - 009MULTI - 010V2 - 011MULTI - 012ENG",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048920007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"120825_MBFEvergreenTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003120825_MBFEvergreenTOF1_v1_AIO_Evergreen - 004WHT - 005US - 006ReadyToBuy - 007DEMO - 00840s - 009FAI - 010V2 - 011YAWO - 012ENG",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154048960007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"121525_You'llHateNoblTOF1_v1_AIO_Evergreen - 001NYS - 002LK - 000AIO - 003121525_You'llHateNoblTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00840s - 009FAI - 010V2 - 011YAWO - 012ENG",archived,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154049040007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"121525_IGARFemale2026TOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003121525_IGARFemale2026TOF1_v1_AIO_Evergreen - 004GRN - 005US - 006SavvyTraveler - 007MON - 00830s - 009FAI - 010V2 - 011YAWO - 012ENG",active,"7-day click or 1-day view",,,16,1,,"Using campaign budget",0,0.92,Ongoing,-,-,-,16,57.5,1,,0.92,6.25,2,12.5,0.46,,,57.5,0,12.5,"usa -  asc+ t-roas - all – losers",120243154049060007,0,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"122225_FeaturesIDon’tLikeTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003122225_FeaturesIDon’tLikeTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00860s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154049080007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"120825_swissarmyknifeTOF1_V1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003120825_swissarmyknifeTOF1_V1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00850s - 009FAI - 010V1A - 011OWO - 012ENG",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120243154161180007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"122225_AIOoverkillTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003122225_AIOoverkillTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00860s - 009FAI - 010V - 011YAWO - 012ENG",active,"7-day click",,,953,1.289612,,50000,Daily,37.52,Ongoing,Average,-,-,1229,30.528885,20,,1.876,1.627339,62,5.044752,0.605161,16,2.345,39.37040923,0,32.384052,"usa -  ASC+ - tROAS Ad set",120243495954140007,0,"usa -  asc+ t-roas - all",120216022896320007
2026-06-30,2026-07-06,"012626_SAV_TSSNoblTOF6_v1_AIO_Evergreen - 001SAV - 002NOP - 000AIO - 003012626_SAV_TSSNoblTOF6_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007DEMO - 00840s - 009FRE - 010V4 - 011YAWO - 012ENG - 013AAA",active,"7-day click",,,8667,1.906196,,50000,Daily,214.26,Ongoing,-,-,-,16521,12.968949,237,,0.904051,1.434538,652,3.946492,0.32862,223,0.960807,24.72135687,0,7.384541,"tof 2 - all - @best travel finds",120243496504810007,0,"usa - tof/mof - all",120217110430710007
2026-06-30,2026-07-06,"012626_SAV_TSSNoblTOF8_v1_AIO_Evergreen - 001SAV - 002NOP - 000AIO - 003012626_SAV_TSSNoblTOF8_v1_AIO_Evergreen - 004BGE - 005DU - 006Stressedtraveler - 007DEMO - 00830s - 009FRE - 010V1 - 011YAWO - 012ENG - 013AAA",active,"7-day click",,,13,1.076923,,50000,Daily,0.15,Ongoing,-,-,-,14,10.714286,,,,,0,0,0,,,11.53846154,0,21.428571,"tof 2 - all - @best travel finds",120243496504830007,0,"usa - tof/mof - all",120217110430710007
2026-06-30,2026-07-06,"020226_I'veGotARuleBlackMaleTOF_v1_AIO_Evergreen - 001NYS - 002LK - 000AIO - 003020226_I'veGotARuleBlackMaleTOF_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00830s - 009MAI - 010V1 - 011YAMA - 012ENG - 013AAB",active,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,292,1.178082,7.09,"Using campaign budget",0,7.09,Ongoing,-,-,-,344,20.610465,3,,2.363333,0.872093,3,0.872093,2.363333,3,2.363333,24.28082192,63.83779972,13.662791,"scaling - all - @nobl",120243828560760007,2629.14492491,"usa - tof - all",120203688948410007
2026-06-30,2026-07-06,"010526_CanWeTalkArcadsBlackFemaleTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003010526_CanWeTalkArcadsBlackFemaleTOF1_v1_AIO_Evergreen - 004SIL - 005US - 006Stressedtraveler - 007DEMO - 00860s - 009FAI - 010V1 - 011YAWO - 012ENG - 013AAH",inactive,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"Video + Statics - aus/can",120244023658910007,,"can + aus - tof - all",120239451816330007
2026-06-30,2026-07-06,"122225_CanWeTalkTOF1_v1_AIO_Evergreen - 001NYS - 002FA - 000AIO - 003122225_CanWeTalkTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006⁠FunctionalTraveler - 007COMP - 00860s - 009MULTI - 010V1 - 011MULTI - 012ENG",active,"7-day click or 1-day view",6,actions:offsite_conversion.fb_pixel_purchase,101508,1.257349,324.25166667,"Using campaign budget",0,1945.51,Ongoing,Average,"Above average","Below average - Bottom 35% of ads",127631,15.24324,6588,,0.295311,5.161755,12695,9.946643,0.15325,5230,0.37199,19.16607558,1.96065813,23.064146,"Video + Statics - aus/can",120244023658970007,102.29836163,"can + aus - tof - all",120239451816330007
2026-06-30,2026-07-06,"J12v1120125_I'veGotARuleTOF1_V1_AIO_Evergreen - 001NYS - 002LK - 000AIO - 003120125_I'veGotARuleTOF1_V1_AIO_Evergreen - 004SIL - 005US - 006_FunctionalTraveler - 007DEMO - 00840s - 009MAI - 010V2 - 011AMA - 012ENG",active,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,42648,1.307424,553.48,"Using campaign budget",0,1106.96,Ongoing,Average,"Above average","Below average - Bottom 35% of ads",55759,19.85258,756,,1.464233,1.355835,1344,2.410373,0.823631,647,1.710912,25.95573063,0.70290706,39.807027,"Video + Statics - aus/can",120244023658990007,27.0809969,"can + aus - tof - all",120239451816330007
2026-06-30,2026-07-06,"020226_AlexAngelinaHawaiiTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003020226_AlexAngelinaHawaiiTOF1_v1_AIO_Evergreen - 004PCH - 005US - 006⁠FunctionalTraveler - 007DEMO - 00840s - 009FRE - 010V1D - 011YAWO - 012ENG - 013AAA",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120244699189180007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"012626_AllanAnthonySmithGfGotDontBuyTOF1_V1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003012626_AllanAnthonySmithGfGotDontBuyTOF1_V1_AIO_Evergreen - 004NVB - 005US - 006SavvyTraveler - 007DEMO - 00850s - 009MULTI - 010V1B - 011AMA - 012ENG - 013AAB",active,"7-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,244,1.147541,3.4,"Using campaign budget",0,3.4,Ongoing,-,-,-,280,12.142857,8,,0.425,2.857143,10,3.571429,0.34,4,0.85,13.93442623,90.45588235,9.642857,"usa -  asc+ t-roas - all – losers",120244699189190007,6491.53979239,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"020926_MaleTypographyTOF1_v1_AIO_Evergreen - 001NYS - 002TC - 000AIO - 003020926_MaleTypographyTOF1_v1_AIO_Evergreen - 004SIL - 005US - 006SavvyTraveler - 007DEMO - 00830s - 009MAI - 010V5 - 011AMA - 012ENG - 013AAB",archived,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"usa -  asc+ t-roas - all – losers",120244699189250007,,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"020926_OldDuffleBagTOF1_v1_AIO_Evergreen - 001NYS - 002LK - 000AIO - 003020926_OldDuffleBagTOF1_v1_AIO_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00840s - 009MAI - 010V4 - 011YAMA - 012ENG - 013AAB",active,"7-day click or 1-day view",,,367,1.054496,,"Using campaign budget",0,5.6,Ongoing,-,-,-,387,14.470284,1,,5.6,0.258398,2,0.516796,2.8,,,15.25885559,0,10.077519,"usa -  asc+ t-roas - all – losers",120244699189480007,0,"usa -  asc+ t-roas - all – losers",120243153936160007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_YouAlreadyCheckedTOF1_v1_AIR_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007VO - 00830s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,64,1.15625,,4000,Daily,5.23,Ongoing,-,-,-,74,70.675676,2,,2.615,2.702703,2,2.702703,2.615,3,1.743333,81.71875,0,25.675676,"bof Videos + Statics (ROAS goal)",120245916772260007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_YouAlreadyCheckedTOF1_v1_AIR_Evergreen - 004WHT - 005US - 006SavvyTraveler - 007VO - 00830s - 009MULTI - 010V1 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,8,1,,4000,Daily,0.15,Ongoing,-,-,-,8,18.75,,,,,0,0,0,,,18.75,0,25,"bof Videos + Statics (ROAS goal)",120245916785260007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_Emily'sLostBagTOF1_V1_AIR_Evergreen - 004MULTI - 005US - 006InformedMover - 007COMP - 008NOT - 009FRE - 010V4 - 011YAWO - 012ENG - 013AAU",active,"1-day click",1,actions:offsite_conversion.fb_pixel_purchase,14,1,0.38,4000,Daily,0.38,Ongoing,-,-,-,14,27.142857,1,,0.38,7.142857,1,7.142857,0.38,1,0.38,27.14285714,831.15789474,,"bof Videos + Statics (ROAS goal)",120245917830660007,30621.6066482,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_AnywhereInTheWorldTOF1_v1_AIR_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00830s - 009MULTI - 010V3 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,7,1.285714,,4000,Daily,0.42,Ongoing,-,-,-,9,46.666667,,,,,0,0,0,,,60,0,,"bof Videos + Statics (ROAS goal)",120245918855830007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_AnywhereInTheWorldTOF1_v1_AIR_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00830s - 009MULTI - 010V1 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,3,1,,4000,Daily,0.69,Ongoing,-,-,-,3,230,,,,,1,33.333333,0.69,,,230,0,100,"bof Videos + Statics (ROAS goal)",120245918874860007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_AnywhereInTheWorldTOF1_v1_AIR_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007VO - 00830s - 009MULTI - 010V2 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,26,1,,4000,Daily,1.29,Ongoing,-,-,-,26,49.615385,,,,,1,3.846154,1.29,,,49.61538462,0,19.230769,"bof Videos + Statics (ROAS goal)",120245918899480007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_5ReasonsNoblAirTOF1_V1_AIR_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007TXT - 00840s - 009MULTI - 010V3 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,20,1.05,,4000,Daily,1.02,Ongoing,-,-,-,21,48.571429,,,,,0,0,0,,,51,0,14.285714,"bof Videos + Statics (ROAS goal)",120245919106620007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_5ReasonsNoblAirTOF1_V1_AIR_Evergreen - 004MULTI - 005US - 006SavvyTraveler - 007TXT - 00840s - 009MULTI - 010V1 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,21,1.047619,,4000,Daily,2.14,Ongoing,-,-,-,22,97.272727,,,,,0,0,0,,,101.9047619,0,9.090909,"bof Videos + Statics (ROAS goal)",120245919157550007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_EmilyProjectTOF1_V1_AIR_Evergreen - 004GRN - 005US - 006_FunctionalTraveler - 007DEMO - 008MULTI - 009MULTI - 010V3 - 011YAWO - 012ENG - 013AAU",active,"1-day click",,,1,1,,4000,Daily,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,0,,,"bof Videos + Statics (ROAS goal)",120245919415550007,,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002FA - 000AIR - 00303162026_BaggageClaimTOF1_AIR_Evergreen - 004MULTI - 005US - 006SocialProofTraveler - 007MON - 00840s - 009MULTI - 010V1 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,2,1,,4000,Daily,0.09,Ongoing,-,-,-,2,45,,,,,0,0,0,,,45,0,,"bof Videos + Statics (ROAS goal)",120245919665380007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002FA - 000AIR - 00303162026_BaggageClaimTOF1_AIR_Evergreen - 004MULTI - 005US - 006SocialProofTraveler - 007MON - 00840s - 009MULTI - 010V3 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,4,1,,4000,Daily,0.59,Ongoing,-,-,-,4,147.5,,,,,0,0,0,,,147.5,0,25,"bof Videos + Statics (ROAS goal)",120245919761240007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_TiffanyHorrorStoriesTOF1_v1_AIR_Evergreen - 004WHT - 005US - 006Stressedtraveler - 007DEMO - 008MULTI - 009FRE - 010V1 - 011AWO - 012ENG - 013AAU",active,"1-day click",,,1,1,,4000,Daily,0.03,Ongoing,-,-,-,1,30,,,,,0,0,0,,,30,0,,"bof Videos + Statics (ROAS goal)",120246127278540007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_Cami'sHorrorStoryTOF1_V1_AIR_Evergreen - 004YLW - 005US - 006Stressedtraveler - 007DEMO - 00840s - 009FRE - 010V2 - 011YAWO - 012ENG - 013AAU",active,"1-day click",,,2,1,,4000,Daily,0.11,Ongoing,-,-,-,2,55,,,,,0,0,0,,,55,0,,"bof Videos + Statics (ROAS goal)",120246127407090007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_Cami'sHorrorStoryTOF1_V1_AIR_Evergreen - 004YLW - 005US - 006Stressedtraveler - 007DEMO - 00840s - 009FRE - 010V3 - 011YAWO - 012ENG - 013AAU",active,"1-day click",,,6,1,,4000,Daily,0.45,Ongoing,-,-,-,6,75,,,,,0,0,0,,,75,0,,"bof Videos + Statics (ROAS goal)",120246127426340007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_AndrewHorrorStoryTOF1_V1_AIR_Evergreen - 004MULTI - 005US - 006Stressedtraveler - 007VO - 00830s - 009MRE - 010V3 - 011AMA - 012ENG - 013AAU",active,"1-day click",,,23,1.173913,,4000,Daily,2,Ongoing,-,-,-,27,74.074074,1,,2,3.703704,1,3.703704,2,1,2,86.95652174,0,14.814815,"bof Videos + Statics (ROAS goal)",120246127531020007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003032326_Emily'sLostBagTOF1_V1_AIR_Evergreen - 004MULTI - 005US - 006InformedMover - 007COMP - 008NOT - 009FRE - 010V2 - 011YAWO - 012ENG - 013AAU",active,"7-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,3337,1.465088,27.55666667,1000,Daily,165.34,Ongoing,Average,"Below average - Bottom 35% of ads",Average,4889,33.818777,54,,3.061852,1.10452,96,1.963592,1.722292,40,4.1335,49.54749775,13.93111165,16.117816,"bof Videos + Statics (tCPA)",120246531275130007,281.1668052,"usa - tof/bof - air",120246531110260007
2026-06-30,2026-07-06,"033026_LuggageHorrorStoryTOF1_V1_AIR_Evergreen - 001NYS - 002LK - 000AIR - 004WHT - 005US - 006SavvyTraveler - 007VO - 00860s - 009FRE - 010V5 - 011YAWO - 012ENG - 013AAU",active,"1-day click",,,188,1.260638,,4000,Daily,22.8,Ongoing,-,-,-,237,96.202532,6,,3.8,2.531646,9,3.797468,2.533333,7,3.257143,121.27659574,0,26.582278,"bof Videos + Statics (ROAS goal)",120246537900070007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_MixedHorrorStoriesTOF1_v1_AIR_Evergreen - 004WHT - 005US - 006Stressedtraveler - 007DEMO - 008MULTI - 009MULTI - 010V4 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,26,1.153846,,4000,Daily,0.66,Ongoing,-,-,-,30,22,2,,0.33,6.666667,2,6.666667,0.33,3,0.22,25.38461538,0,13.333333,"bof Videos + Statics (ROAS goal)",120246539041410007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"001NYS - 002LK - 000AIR - 003033026_MixedHorrorStoriesTOF1_v1_AIR_Evergreen - 004WHT - 005US - 006Stressedtraveler - 007DEMO - 008MULTI - 009MULTI - 010V2 - 011MULTI - 012ENG - 013AAU",active,"1-day click",,,878,1.306378,,4000,Daily,31.93,Ongoing,-,-,-,1147,27.837838,10,,3.193,0.87184,16,1.394943,1.995625,8,3.99125,36.3667426,0,12.55449,"bof Videos + Statics (ROAS goal)",120246539079440007,0,"usa - tof/bof - air",120245466115890007
2026-06-30,2026-07-06,"033026_ NoblDaySaleHypeBOF1_v1_MULTI_67NobleDaySale - 033026_ NoblDaySaleHypeBOF1_v1_MULTI_67NobleDaySale - 001NYS - 002TC - 000MULTI - 004MULTI - 005SA - 006SavvyTraveler - 007VO - 00850s - 009FAI - 010V2 - 011YAWO - 012ENG - 013ABB",archived,"7-day click",,,0,0,,100000,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,,,"Black Friday - Videos - Bundle LP",120246540621820007,,"usa -  asc+ promo",120239340321500007
2026-06-30,2026-07-06,"041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 001NYS - 002TC - 000EBUN - 004MULTI - 005SA - 006SavvyTraveler - 007DEMO - 008MULTI - 009MULTI - 010V4 - 011MULTI - 012ENG - 013ACJ",active,"7-day click or 1-day view",,,1,1,,1000,Daily,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,,0,,,"041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 001NYS - 002TC - 000EBUN - 004MULTI - 005SA - 006SavvyTraveler - 007DEMO - 008MULTI - 009MULTI - 010V - 011MULTI - 012ENG - 013ACJ - 1",120246594094910007,,"test - video - all",120246594094920007
2026-06-30,2026-07-06,"041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 001NYS - 002TC - 000EBUN - 004MULTI - 005SA - 006SavvyTraveler - 007DEMO - 008MULTI - 009MULTI - 010V10 - 011MULTI - 012ENG - 013ACJ",active,"7-day click or 1-day view",,,107,1.065421,,1000,Daily,1.14,Ongoing,-,-,-,114,10,1,,1.14,0.877193,1,0.877193,1.14,1,1.14,10.65420561,0,19.298246,"041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 041326_AllinoneFreeGiftLPTestBOF1_v1_EBUN_Evergreen - 001NYS - 002TC - 000EBUN - 004MULTI - 005SA - 006SavvyTraveler - 007DEMO - 008MULTI - 009MULTI - 010V - 011MULTI - 012ENG - 013ACJ - 1",120246648695800007,0,"test - video - all",120246594094920007
